station,timestamp,pH,turbidity,temperature,specific_conductance,pH_lag_1,pH_lag_2,pH_lag_3,turbidity_lag_1,turbidity_lag_2,turbidity_lag_3,temperature_lag_1,temperature_lag_2,temperature_lag_3,specific_conductance_lag_1,specific_conductance_lag_2,specific_conductance_lag_3,pH_roll_mean_3,pH_roll_std_3,pH_roll_mean_6,pH_roll_std_6,turbidity_roll_mean_3,turbidity_roll_std_3,turbidity_roll_mean_6,turbidity_roll_std_6,temperature_roll_mean_3,temperature_roll_std_3,temperature_roll_mean_6,temperature_roll_std_6,specific_conductance_roll_mean_3,specific_conductance_roll_std_3,specific_conductance_roll_mean_6,specific_conductance_roll_std_6,pH_change_1,turbidity_change_1,temperature_change_1,specific_conductance_change_1,deterioration_target
USGS-01649190,2024-01-01 00:50:00+00:00,7.6,1.4,7.1,339,7.6,7.6,7.6,1.3,1.3,1.4,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3666666666666665,0.05163977794943216,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 00:55:00+00:00,7.6,1.4,7.1,339,7.6,7.6,7.6,1.4,1.3,1.3,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3666666666666665,0.05163977794943216,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:00:00+00:00,7.6,1.4,7.1,339,7.6,7.6,7.6,1.4,1.4,1.3,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3666666666666665,0.05773502691896253,1.3666666666666665,0.05163977794943216,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:05:00+00:00,7.6,1.3,7.1,339,7.6,7.6,7.6,1.4,1.4,1.4,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.4,0.0,1.3666666666666665,0.05163977794943216,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,-0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:10:00+00:00,7.6,1.3,7.1,339,7.6,7.6,7.6,1.3,1.4,1.4,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3666666666666665,0.05773502691896253,1.3499999999999999,0.054772255750516585,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:15:00+00:00,7.6,1.3,7.1,339,7.6,7.6,7.6,1.3,1.3,1.4,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3499999999999999,0.054772255750516585,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:20:00+00:00,7.6,1.4,7.0,340,7.6,7.6,7.6,1.3,1.3,1.3,7.1,7.1,7.1,339.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3499999999999999,0.054772255750516585,7.1,0.0,7.1,0.0,339.0,0.0,339.0,0.0,0.0,0.09999999999999987,-0.09999999999999964,1.0,0.0
USGS-01649190,2024-01-01 01:25:00+00:00,7.6,1.3,7.1,339,7.6,7.6,7.6,1.4,1.3,1.3,7.0,7.1,7.1,340.0,339.0,339.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3499999999999999,0.054772255750516585,7.066666666666666,0.05773502691896423,7.083333333333333,0.04082482904638529,339.3333333333333,0.577350269189634,339.1666666666667,0.40824829046385835,0.0,-0.09999999999999987,0.09999999999999964,-1.0,0.0
USGS-01649190,2024-01-01 01:30:00+00:00,7.6,1.4,7.0,340,7.6,7.6,7.6,1.3,1.4,1.3,7.1,7.0,7.1,339.0,340.0,339.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3333333333333333,0.051639777949432246,7.066666666666666,0.05773502691896423,7.083333333333333,0.04082482904638529,339.3333333333333,0.577350269189634,339.1666666666667,0.40824829046385835,0.0,0.09999999999999987,-0.09999999999999964,1.0,0.0
USGS-01649190,2024-01-01 01:35:00+00:00,7.6,1.4,7.0,340,7.6,7.6,7.6,1.4,1.3,1.4,7.0,7.1,7.0,340.0,339.0,340.0,7.6,0.0,7.6,0.0,1.3666666666666665,0.05773502691896253,1.3333333333333333,0.051639777949432246,7.033333333333334,0.05773502691896487,7.066666666666666,0.05163977794943142,339.6666666666667,0.577350269189634,339.3333333333333,0.5163977794943047,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:40:00+00:00,7.6,1.4,7.0,340,7.6,7.6,7.6,1.4,1.4,1.3,7.0,7.0,7.1,340.0,340.0,339.0,7.6,0.0,7.6,0.0,1.3666666666666665,0.05773502691896253,1.3499999999999999,0.054772255750516585,7.033333333333334,0.05773502691896487,7.05,0.0547722557505158,339.6666666666667,0.577350269189634,339.5,0.5477225575051415,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:45:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.4,1.4,1.4,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.4,0.0,1.3666666666666665,0.05163977794943216,7.0,0.0,7.033333333333332,0.05163977794943142,340.0,0.0,339.6666666666667,0.5163977794942911,0.0,-0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:50:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.4,1.4,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3666666666666665,0.05773502691896253,1.3666666666666665,0.05163977794943216,7.0,0.0,7.016666666666666,0.04082482904638529,340.0,0.0,339.8333333333333,0.40824829046381567,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 01:55:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.3,1.4,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3499999999999999,0.054772255750516585,7.0,0.0,7.016666666666666,0.04082482904638529,340.0,0.0,339.8333333333333,0.40824829046381567,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:00:00+00:00,7.6,1.4,7.0,340,7.6,7.6,7.6,1.3,1.3,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3499999999999999,0.054772255750516585,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:05:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.4,1.3,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3499999999999999,0.054772255750516585,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,-0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:10:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.4,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3333333333333333,0.051639777949432246,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:15:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.3,1.4,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.04082482904638644,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:20:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.3,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3166666666666667,0.04082482904638644,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:25:00+00:00,7.6,1.3,7.0,340,7.6,7.6,7.6,1.3,1.3,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3166666666666667,0.04082482904638644,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:30:00+00:00,7.6,1.3,6.9,341,7.6,7.6,7.6,1.3,1.3,1.3,7.0,7.0,7.0,340.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3166666666666667,0.04082482904638644,7.0,0.0,7.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,-0.09999999999999964,1.0,0.0
USGS-01649190,2024-01-01 02:35:00+00:00,7.6,1.4,6.9,341,7.6,7.6,7.6,1.3,1.3,1.3,6.9,7.0,7.0,341.0,340.0,340.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3,0.0,6.966666666666666,0.05773502691896666,6.983333333333334,0.04082482904638529,340.3333333333333,0.577350269189634,340.1666666666667,0.4082482904637646,0.0,0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:40:00+00:00,7.6,1.3,6.9,341,7.6,7.6,7.6,1.4,1.3,1.3,6.9,6.9,7.0,341.0,341.0,340.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.04082482904638644,6.933333333333334,0.0577350269189673,6.966666666666668,0.05163977794943142,340.6666666666667,0.577350269189634,340.3333333333333,0.5163977794942103,0.0,-0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:45:00+00:00,7.6,1.3,6.9,341,7.6,7.6,7.6,1.3,1.4,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.04082482904638644,6.9,0.0,6.95,0.0547722557505158,341.0,0.0,340.5,0.5477225575050336,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:50:00+00:00,7.6,1.3,6.9,341,7.6,7.6,7.6,1.3,1.3,1.4,6.9,6.9,6.9,341.0,341.0,341.0,7.6,0.0,7.6,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.04082482904638644,6.9,0.0,6.933333333333334,0.05163977794943142,341.0,0.0,340.6666666666667,0.5163977794941563,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 02:55:00+00:00,7.6,1.3,6.9,341,7.6,7.6,7.6,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3166666666666667,0.04082482904638644,6.9,0.0,6.916666666666667,0.04082482904638529,341.0,0.0,340.8333333333333,0.40824829046362254,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:00:00+00:00,7.5,1.2,6.9,341,7.6,7.6,7.6,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.6,0.0,7.6,0.0,1.3,0.0,1.3166666666666667,0.04082482904638644,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,-0.09999999999999964,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:05:00+00:00,7.5,1.3,6.9,341,7.5,7.6,7.6,1.2,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.566666666666666,0.05773502691896237,7.583333333333333,0.04082482904638616,1.2666666666666668,0.057735026918963,1.3,0.06324555320336778,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:10:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.6,1.3,1.2,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.533333333333334,0.05773502691896237,7.566666666666666,0.0516397779494321,1.2666666666666666,0.057735026918963,1.2833333333333334,0.04082482904638676,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:15:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.3,1.2,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.55,0.054772255750516446,1.2666666666666668,0.057735026918963,1.2833333333333334,0.04082482904638676,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:20:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.533333333333334,0.0516397779494321,1.3,0.0,1.2833333333333334,0.04082482904638676,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:25:00+00:00,7.5,1.4,6.9,341,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.516666666666667,0.04082482904638616,1.3,0.0,1.2833333333333334,0.04082482904638676,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:30:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.4,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3333333333333333,0.05773502691896261,1.3,0.06324555320336775,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,-0.09999999999999987,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:35:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.4,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:40:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.3,1.4,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:45:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3,0.0,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 03:50:00+00:00,7.5,1.3,6.9,342,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,341.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3,0.0,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.0,0.0,341.0,0.0,0.0,0.0,0.0,1.0,0.0
USGS-01649190,2024-01-01 03:55:00+00:00,7.5,1.3,6.9,341,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,342.0,341.0,341.0,7.5,0.0,7.5,0.0,1.3,0.0,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.3333333333333,0.577350269189634,341.1666666666667,0.40824829046357153,0.0,0.0,0.0,-1.0,0.0
USGS-01649190,2024-01-01 04:00:00+00:00,7.5,1.4,6.9,342,7.5,7.5,7.5,1.3,1.3,1.3,6.9,6.9,6.9,341.0,342.0,341.0,7.5,0.0,7.5,0.0,1.3,0.0,1.3,0.0,6.9,0.0,6.9,0.0,341.3333333333333,0.577350269189634,341.1666666666667,0.40824829046357153,0.0,0.09999999999999987,0.0,1.0,0.0
USGS-01649190,2024-01-01 04:05:00+00:00,7.5,1.2,6.9,342,7.5,7.5,7.5,1.4,1.3,1.3,6.9,6.9,6.9,342.0,341.0,342.0,7.5,0.0,7.5,0.0,1.3333333333333333,0.05773502691896261,1.3166666666666667,0.040824829046386395,6.9,0.0,6.9,0.0,341.6666666666667,0.577350269189634,341.3333333333333,0.5163977794940576,0.0,-0.19999999999999996,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:10:00+00:00,7.5,1.3,6.9,342,7.5,7.5,7.5,1.2,1.4,1.3,6.9,6.9,6.9,342.0,342.0,341.0,7.5,0.0,7.5,0.0,1.3,0.10000000000000007,1.3,0.06324555320336775,6.9,0.0,6.9,0.0,341.6666666666667,0.577350269189634,341.5,0.5477225575048897,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:15:00+00:00,7.5,1.2,6.9,342,7.5,7.5,7.5,1.3,1.2,1.4,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.3,0.10000000000000007,1.3,0.06324555320336775,6.9,0.0,6.9,0.0,342.0,0.0,341.6666666666667,0.5163977794940038,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:20:00+00:00,7.5,1.3,6.9,342,7.5,7.5,7.5,1.2,1.3,1.2,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2333333333333334,0.05773502691896285,1.2833333333333332,0.07527726527090832,6.9,0.0,6.9,0.0,342.0,0.0,341.8333333333333,0.4082482904634295,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:25:00+00:00,7.5,1.2,6.9,342,7.5,7.5,7.5,1.3,1.2,1.3,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666666,0.05773502691896285,1.2833333333333332,0.07527726527090832,6.9,0.0,6.9,0.0,342.0,0.0,341.8333333333333,0.4082482904634295,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:30:00+00:00,7.5,1.2,6.9,342,7.5,7.5,7.5,1.2,1.3,1.2,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2333333333333334,0.05773502691896285,1.2666666666666666,0.0816496580927729,6.9,0.0,6.9,0.0,342.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:35:00+00:00,7.5,1.3,6.9,342,7.5,7.5,7.5,1.2,1.2,1.3,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2333333333333332,0.05773502691896285,1.2333333333333332,0.05163977794943304,6.9,0.0,6.9,0.0,342.0,0.0,342.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:40:00+00:00,7.5,1.3,6.9,342,7.5,7.5,7.5,1.3,1.2,1.2,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2333333333333334,0.05773502691896285,1.25,0.054772255750517244,6.9,0.0,6.9,0.0,342.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:45:00+00:00,7.5,1.3,6.8,342,7.5,7.5,7.5,1.3,1.3,1.2,6.9,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666666,0.05773502691896285,1.25,0.054772255750517244,6.9,0.0,6.9,0.0,342.0,0.0,342.0,0.0,0.0,0.0,-0.10000000000000053,0.0,0.0
USGS-01649190,2024-01-01 04:50:00+00:00,7.5,1.2,6.8,342,7.5,7.5,7.5,1.3,1.3,1.3,6.8,6.9,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.3,0.0,1.2666666666666668,0.05163977794943274,6.866666666666667,0.057735026918969735,6.883333333333333,0.040824829046385694,342.0,0.0,342.0,0.0,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 04:55:00+00:00,7.5,1.3,6.8,342,7.5,7.5,7.5,1.2,1.3,1.3,6.8,6.8,6.9,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666668,0.05773502691896285,1.25,0.054772255750517244,6.833333333333333,0.057735026918970506,6.866666666666667,0.05163977794943199,342.0,0.0,342.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:00:00+00:00,7.5,1.2,6.8,342,7.5,7.5,7.5,1.3,1.2,1.3,6.8,6.8,6.8,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666666,0.05773502691896285,1.2666666666666668,0.05163977794943274,6.8,0.0,6.8500000000000005,0.054772255750516516,342.0,0.0,342.0,0.0,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:05:00+00:00,7.5,1.3,6.8,343,7.5,7.5,7.5,1.2,1.3,1.2,6.8,6.8,6.8,342.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2333333333333334,0.05773502691896285,1.2666666666666666,0.05163977794943274,6.8,0.0,6.833333333333333,0.0516397779494323,342.0,0.0,342.0,0.0,0.0,0.10000000000000009,0.0,1.0,0.0
USGS-01649190,2024-01-01 05:10:00+00:00,7.5,1.3,6.8,343,7.5,7.5,7.5,1.3,1.2,1.3,6.8,6.8,6.8,343.0,342.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666666,0.05773502691896285,1.2666666666666668,0.05163977794943274,6.8,0.0,6.816666666666666,0.04082482904638644,342.3333333333333,0.577350269189634,342.1666666666667,0.4082482904633784,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:15:00+00:00,7.5,1.2,6.8,343,7.5,7.5,7.5,1.3,1.3,1.2,6.8,6.8,6.8,343.0,343.0,342.0,7.5,0.0,7.5,0.0,1.2666666666666668,0.05773502691896285,1.2666666666666668,0.05163977794943274,6.8,0.0,6.8,0.0,342.6666666666667,0.577350269189634,342.3333333333333,0.516397779493905,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:20:00+00:00,7.5,1.3,6.8,343,7.5,7.5,7.5,1.2,1.3,1.3,6.8,6.8,6.8,343.0,343.0,343.0,7.5,0.0,7.5,0.0,1.2666666666666666,0.05773502691896285,1.25,0.054772255750517244,6.8,0.0,6.8,0.0,343.0,0.0,342.5,0.5477225575047459,0.0,0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:25:00+00:00,7.5,1.2,6.8,343,7.5,7.5,7.5,1.3,1.2,1.3,6.8,6.8,6.8,343.0,343.0,343.0,7.5,0.0,7.5,0.0,1.2666666666666668,0.05773502691896285,1.2666666666666668,0.05163977794943274,6.8,0.0,6.8,0.0,343.0,0.0,342.6666666666667,0.5163977794938511,0.0,-0.10000000000000009,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:30:00+00:00,7.5,1.2,6.8,343,7.5,7.5,7.5,1.2,1.3,1.2,6.8,6.8,6.8,343.0,343.0,343.0,7.5,0.0,7.5,0.0,1.2333333333333334,0.05773502691896285,1.25,0.054772255750517244,6.8,0.0,6.8,0.0,343.0,0.0,342.8333333333333,0.4082482904632364,0.0,0.0,0.0,0.0,0.0
USGS-01649190,2024-01-01 05:35:00+00:00,7.5,1.3,6.7,343,7.5,7.5,7.5,1.2,1.2,1.3,6.8,6.8,6.8,343.0,343.0,343.0,7.5,0.0,7.5,0.0,1.2333333333333332,0.05773502691896285,1.25,0.054772255750517244,6.8,0.0,6.8,0.0,343.0,0.0,343.0,0.0,0.0,0.10000000000000009,-0.09999999999999964,0.0,0.0
